L01 Customer Name (Key)	L01 Branch Key	L01 Document no. Key	Balance
FIRST CHOICE PHYSICIAN PARTNERS	100242521	0803085124	9.12
FIRST CHOICE PHYSICIAN PARTNERS	100211723	0803166044	13.26
FIRST CHOICE PHYSICIAN PARTNERS	100211723	1600401059	-9.6
FIRST CHOICE PHYSICIAN PARTNERS	100211723	3065586663	3361
FIRST CHOICE PHYSICIAN PARTNERS	100211723	3069606060	1680.5
FIRST CHOICE PHYSICIAN PARTNERS	100221106	0340923710	-1998.56
FIRST CHOICE PHYSICIAN PARTNERS	100221106	0340923711	5635.92
FIRST CHOICE PHYSICIAN PARTNERS	100221106	0340923712	-3997.12
FIRST CHOICE PHYSICIAN PARTNERS	100221106	0340923713	5635.92
FIRST CHOICE PHYSICIAN PARTNERS	100221106	0341210962	-5635.92
FIRST CHOICE PHYSICIAN PARTNERS	100221106	0341210963	1878.64
FIRST CHOICE PHYSICIAN PARTNERS	100221106	0341210964	-5635.92
FIRST CHOICE PHYSICIAN PARTNERS	100221106	0341210965	3757.28
FIRST CHOICE PHYSICIAN PARTNERS	100221106	0803115383	19.28
FIRST CHOICE PHYSICIAN PARTNERS	100221106	0803119339	32.02
FIRST CHOICE PHYSICIAN PARTNERS	100221106	0803134056	32.02
FIRST CHOICE PHYSICIAN PARTNERS	100221106	0803142048	32.02
FIRST CHOICE PHYSICIAN PARTNERS	100221106	0803169684	15.33
FIRST CHOICE PHYSICIAN PARTNERS	100221106	3069879674	7514.56
HENRY COUNTY HEALTH CENTER	100215541	0677593381	-104.7
HENRY COUNTY HEALTH CENTER	100215541	0802905910	8.34
HENRY COUNTY HEALTH CENTER	100215541	0802917764	8.13
HENRY COUNTY HEALTH CENTER	100215541	0802931216	8.13
HENRY COUNTY HEALTH CENTER	100215541	0802933819	8.13
HENRY COUNTY HEALTH CENTER	100215541	0802961760	8.13
HENRY COUNTY HEALTH CENTER	100215541	0802992730	25.08
HENRY COUNTY HEALTH CENTER	100215541	0803039713	22.96
HENRY COUNTY HEALTH CENTER	100215541	0803082477	14.47
HENRY COUNTY HEALTH CENTER	100215541	0803088852	14.47
HENRY COUNTY HEALTH CENTER	100215541	0803133622	14.47
HENRY COUNTY HEALTH CENTER	100215541	0803141620	14.47
HENRY COUNTY HEALTH CENTER	100215541	0803165240	14.47
HENRY COUNTY HEALTH CENTER	100215541	0803169251	14.47
HENRY COUNTY HEALTH CENTER	100215541	3055373037	4296.9
HENRY COUNTY HEALTH CENTER	100215541	3067003405	7274.74
HENRY COUNTY HEALTH CENTER	100215541	3067003406	4450.75
HENRY COUNTY HEALTH CENTER	100215541	3068579975	4296.9
KIDNEY CENTER	100018683	0603396637	87.89
KIDNEY CENTER	100018683	0803088428	11.88
KIDNEY CENTER	100018683	0803103257	11.88
KIDNEY CENTER	100018683	0803150358	5.29
KIDNEY CENTER	100214486	0342338170	-98.84
KIDNEY CENTER	100214486	0342338171	151.66
KIDNEY CENTER	100214486	0342667190	-197.68
KIDNEY CENTER	100214486	0342667191	303.32
KIDNEY CENTER	100214486	3061742459	1294.43
KIDNEY CENTER	100214486	3068304435	1306.8
KIDNEY CENTER	100214486	3068304436	11.12
KIDNEY CENTER	100214486	3069988674	17.61
KIDNEY CENTER	100214486	3069988675	4026.87
KIDNEY CENTER	100214486	3070123509	86.43
KIDNEY CENTER	100243630	0337639803	-12.76
KIDNEY CENTER	100243630	0337639804	319.02
KIDNEY CENTER	100243630	0677482706	-703.94
KIDNEY CENTER	100243630	0983758701	548.9
KIDNEY CENTER	100243630	0983759402	4420.32
KIDNEY CENTER	100243630	0986256519	449.8
KIDNEY CENTER	100243630	0986684451	1020.38
KIDNEY CENTER	100243630	0987118402	1200.48
KIDNEY CENTER	100243630	3067579018	952.32
KIDNEY CENTER	100243630	3068306230	1935.46
KIDNEY CENTER	100243630	3068306231	431.8
KIDNEY CENTER	100243630	3069718323	3606.64
KIDNEY CENTER	100243630	3069718324	300.8
KIDNEY CENTER	100243630	3070124857	108.31
KIDNEY CENTER	100246120	0603715235	326.23
KIDNEY CENTER	100246120	0603715235	326.23
KIDNEY CENTER	100246120	0603715235	326.23
KIDNEY CENTER	100246120	0677424345	3623.36
KIDNEY CENTER	100246120	3068000217	17.6
KIDNEY CENTER	100246120	3068020278	17.6
KIDNEY CENTER	100246120	3068715835	869.26
KIDNEY CENTER	100246120	3068740037	17.6
KIDNEY CENTER	100246120	3069443910	17.6
KIDNEY CENTER	100246120	3069753827	114
KIDNEY CENTER	100246120	3069753828	907.76
KIDNEY CENTER	100246120	3069753829	1989.76
KIDNEY CENTER	100246120	3069773285	36.84
KIDNEY CENTER	100246120	3069861752	18.3
KIDNEY CENTER	100246120	3070425437	41.68
KIDNEY CENTER	100246120	3070426011	28.3
KIDNEY CENTER	100246126	3067867509	259.29
KIDNEY CENTER	100246126	3068354121	10500
KIDNEY CENTER	100246126	3069715188	3764.6
MERCY MED CTR 340B	100215335	0803156224	124.96
MERCY MED CTR 340B	100215335	3061603274	713.92
MERCY MED CTR 340B	100215335	3062303582	3105.92
MERCY MED CTR 340B	100215335	3063468940	713.92
MERCY MED CTR 340B	100215335	3064461844	3738.92
MERCY MED CTR 340B	100215335	3065257721	2329.44
MERCY MED CTR 340B	100215335	3067290837	3917.4
MERCY MED CTR 340B	100215335	3070429511	1516.1
MERCY MED CTR 340B	100215335	3070429681	1247.88
MERCY MED CTR 340B	100215335	3070431228	909.66
MERCY MED CTR 340B	100215335	3070504567	919.16
MERCY MED CTR 340B	100215335	3070509627	1212.88
MERCY MED CTR	100266888	3069575265	3969
MIDLAND COMM HLTH CARE SVCS 340B	100214770	3069853636	1212.88
NORTHERN PHCY	100247749	0803094743	12.43
NORTHERN PHCY	100247749	0803099870	18.64
NORTHERN PHCY	100247749	0803104293	43.5
NORTHERN PHCY	100247749	0803149713	47.75
NORTHERN PHCY	100247749	0803151897	71.63
ORH SCRIPTS	190000835	0802792677	2294.54
ORH SCRIPTS	190000835	0802836622	921.16
ORH SCRIPTS	100256905	0803164208	10.25
ORH SCRIPTS	100256905	3060717932	5195.03
VA OCEANSIDE CLINIC	100218582	3050358969	8263.24
VA OCEANSIDE CLINIC	100218582	3052879894	517.96
VA OCEANSIDE CLINIC	100218582	3052881481	517.96
VA OCEANSIDE CLINIC	100219098	0603676464	5796.39
SAN DIMAS DIALYSIS CTR	100255155	0677718411	-60.84
SAN DIMAS DIALYSIS CTR	100255155	0677982526	-290.25
SAN DIMAS DIALYSIS CTR	100255155	0802852288	98.05
SAN DIMAS DIALYSIS CTR	100255155	0802856707	343.14
SAN DIMAS DIALYSIS CTR	100255155	0802867757	256.58
SAN DIMAS DIALYSIS CTR	100255155	0802883936	118.21
SAN DIMAS DIALYSIS CTR	100255155	0802910359	84.04
SAN DIMAS DIALYSIS CTR	100255155	0802917217	38.47
SAN DIMAS DIALYSIS CTR	100255155	0802933963	40.18
SAN DIMAS DIALYSIS CTR	100255155	0802948192	38.47
SAN DIMAS DIALYSIS CTR	100255155	0802971941	165.84
SAN DIMAS DIALYSIS CTR	100255155	0802978531	38.47
SAN DIMAS DIALYSIS CTR	100255155	0803100100	219.08
SAN DIMAS DIALYSIS CTR	100255155	0803149847	219.08
SAN DIMAS DIALYSIS CTR	100255155	0803152032	220.59
SAN DIMAS DIALYSIS CTR	100255155	0803164144	268.77
SAN DIMAS DIALYSIS CTR	100255155	3052587786	60.84
SAN DIMAS DIALYSIS CTR	100255155	3057296949	1884.03
SAN DIMAS DIALYSIS CTR	100255155	3057297072	59305.04
SAN DIMAS DIALYSIS CTR	100255155	3057297073	1222.25
SAN DIMAS DIALYSIS CTR	100255155	3057297450	84.9
SAN DIMAS DIALYSIS CTR	100255155	3057338030	198.7
SAN DIMAS DIALYSIS CTR	100255155	3061216082	99
SAN DIMAS DIALYSIS CTR	100255155	3061240603	792
SAN DIMAS DIALYSIS CTR	100255155	3061330806	169.8
SAN DIMAS DIALYSIS CTR	100255155	3065264051	46245.52
SAN DIMAS DIALYSIS CTR	100255155	3065267882	178.77
SAN DIMAS DIALYSIS CTR	100255155	3065267883	384.8
SAN DIMAS DIALYSIS CTR	100255155	3065280485	119.22
SAN DIMAS DIALYSIS CTR	100255155	3065553411	4856.6
SAN DIMAS DIALYSIS CTR	100255155	3066274434	82.56
SAN DIMAS DIALYSIS CTR	100255155	3066274435	2684.85
SAN DIMAS DIALYSIS CTR	100255155	3066274691	205.84
SAN DIMAS DIALYSIS CTR	100255155	3066274692	82.14
SAN DIMAS DIALYSIS CTR	100255155	3068191596	92.4
SAN DIMAS DIALYSIS CTR	100255155	3068191597	99
SAN DIMAS DIALYSIS CTR	100255155	3068192017	38
SAN DIMAS DIALYSIS CTR	100255155	3068734893	1259.97
SAN DIMAS DIALYSIS CTR	100255155	3068735052	198.7
SAN DIMAS DIALYSIS CTR	100255155	3068735056	44279.4
SAN DIMAS DIALYSIS CTR	100255155	3068740231	77.3
SAN DIMAS DIALYSIS CTR	100255155	3068740232	169.8
SAN DIMAS DIALYSIS CTR	100255155	3070289112	1663.2
SAN DIMAS DIALYSIS CTR	100255155	3070289113	99
SAN DIMAS DIALYSIS CTR	100255155	3070339318	79.48
SAN DIMAS DIALYSIS CTR	100255156	0337601895	-774
SAN DIMAS DIALYSIS CTR	100255156	0340102717	-5.35
SAN DIMAS DIALYSIS CTR	100255156	0340502210	-214.83
SAN DIMAS DIALYSIS CTR	100255156	0340502220	-1074.15
SAN DIMAS DIALYSIS CTR	100255156	0340504651	-214.83
SAN DIMAS DIALYSIS CTR	100255156	0340593900	-1733.1
SAN DIMAS DIALYSIS CTR	100255156	0340593904	-433.28
SAN DIMAS DIALYSIS CTR	100255156	0340593918	-1733.1
SAN DIMAS DIALYSIS CTR	100255156	0340593919	2485.2
SAN DIMAS DIALYSIS CTR	100255156	0340594034	-1733.1
SAN DIMAS DIALYSIS CTR	100255156	0340594035	2485.2
SAN DIMAS DIALYSIS CTR	100255156	0340594044	-866.55
SAN DIMAS DIALYSIS CTR	100255156	0340594045	1242.6
SAN DIMAS DIALYSIS CTR	100255156	0340594141	-866.56
SAN DIMAS DIALYSIS CTR	100255156	0340594142	1242.6
SAN DIMAS DIALYSIS CTR	100255156	0340594273	-2599.66
SAN DIMAS DIALYSIS CTR	100255156	0340594274	3727.8
SAN DIMAS DIALYSIS CTR	100255156	0340604343	-4332.75
SAN DIMAS DIALYSIS CTR	100255156	0340604344	6213
SAN DIMAS DIALYSIS CTR	100255156	0340611760	-4168.77
SAN DIMAS DIALYSIS CTR	100255156	0340611761	2780
SAN DIMAS DIALYSIS CTR	100255156	0340612087	-2406.11
SAN DIMAS DIALYSIS CTR	100255156	0340612088	2688
SAN DIMAS DIALYSIS CTR	100255156	0340612227	-3999.96
SAN DIMAS DIALYSIS CTR	100255156	0341092663	-5284.78
SAN DIMAS DIALYSIS CTR	100255156	0341092664	5682.6
SAN DIMAS DIALYSIS CTR	100255156	0676982325	404.78
SAN DIMAS DIALYSIS CTR	100255156	0803000081	19.49
SAN DIMAS DIALYSIS CTR	100255156	0803019689	19.49
SAN DIMAS DIALYSIS CTR	100255156	0803023585	19.49
SAN DIMAS DIALYSIS CTR	100255156	0803094879	8.16
SAN DIMAS DIALYSIS CTR	100255156	0803100103	30.62
SAN DIMAS DIALYSIS CTR	100255156	0803113968	20.39
SAN DIMAS DIALYSIS CTR	100255156	0803134419	20.39
SAN DIMAS DIALYSIS CTR	100255156	0803149848	26.87
SAN DIMAS DIALYSIS CTR	100255156	1600045038	-2746.8
SAN DIMAS DIALYSIS CTR	100255156	3059592036	4439.6
SAN DIMAS DIALYSIS CTR	100255156	3066414869	29.92
SAN DIMAS DIALYSIS CTR	100255156	3067295457	15400.81
SAN DIMAS DIALYSIS CTR	100255156	3067301237	50.48
SAN DIMAS DIALYSIS CTR	100255156	3069426231	8910.9
SAN DIMAS DIALYSIS CTR	100255156	3069852626	4686.02
SAN DIMAS DIALYSIS CTR	100255156	3069852703	3.8
SAN DIMAS DIALYSIS CTR	100255156	3069852704	29.92
SAN DIMAS DIALYSIS CTR	100255156	3070025687	91.19
SAN DIMAS DIALYSIS CTR	100255156	3070316258	10160.06
SAN DIMAS DIALYSIS CTR	100255156	3070316276	825
SAN DIMAS DIALYSIS CTR	100255156	3070316277	48.27
SHENANDOAH MEDICAL CENTER	190000937	0677146090	4100.1
SHENANDOAH MEDICAL CENTER	100274837	3066875346	892.4
THE CHIPPEWA CNTY WAR MEM HOSP INC	190000841	0802968353	26.16
THE CHIPPEWA CNTY WAR MEM HOSP INC	100248198	3069741550	615.94
THE CHIPPEWA CNTY WAR MEM HOSP INC	100248198	3070122904	615.94
THE VANDERBILT UNIVERSITY	190000842	0802756681	1153.97
THE VANDERBILT UNIVERSITY	190000842	0802792680	2425.32
THE VANDERBILT UNIVERSITY	190000842	0802836625	1884.88
THE VANDERBILT UNIVERSITY	190000842	0802968354	88
THE VANDERBILT UNIVERSITY	190000842	0803009853	41.46
THE VANDERBILT UNIVERSITY	190000842	0803160945	47.47
THE VANDERBILT UNIVERSITY	100269072	0802852621	16.53
THE VANDERBILT UNIVERSITY	100269072	0802857085	57.84
THE VANDERBILT UNIVERSITY	100269072	0802868170	57.84
THE VANDERBILT UNIVERSITY	100269072	0802885567	57.84
THE VANDERBILT UNIVERSITY	100269072	0802912438	57.84
THE VANDERBILT UNIVERSITY	100269072	0802919209	57.84
THE VANDERBILT UNIVERSITY	100269072	0802935720	57.84
THE VANDERBILT UNIVERSITY	100269072	0802945253	57.84
THE VANDERBILT UNIVERSITY	100269072	0802964052	57.84
THE VANDERBILT UNIVERSITY	100269072	0802973795	48.85
THE VANDERBILT UNIVERSITY	100269072	0802980417	57.84
THE VANDERBILT UNIVERSITY	100269072	0802995013	57.84
THE VANDERBILT UNIVERSITY	100269072	0803000836	57.84
THE VANDERBILT UNIVERSITY	100269072	0803021377	16.53
THE VANDERBILT UNIVERSITY	100269072	0803025264	49.58
THE VANDERBILT UNIVERSITY	100269072	0803164709	23.17
THE VANDERBILT UNIVERSITY	100269072	0803168719	162.19
THE VANDERBILT UNIVERSITY	100269072	0994907569	14679.36
THE VANDERBILT UNIVERSITY	100269072	0994907570	7339.68
THE VANDERBILT UNIVERSITY	100269072	3065976451	46984.45
THE VANDERBILT UNIVERSITY	100269072	3067722635	22629.36
THE VANDERBILT UNIVERSITY	100269072	3067863367	25022.28
THE VANDERBILT UNIVERSITY	100269072	3067999782	26876.22
THE VANDERBILT UNIVERSITY	100269072	3068166264	53752.44
THE VANDERBILT UNIVERSITY	100269072	3068168618	35050.82
THE VANDERBILT UNIVERSITY	100269072	3068169266	25036.3
THE VANDERBILT UNIVERSITY	100269072	3068519903	26146
THE VANDERBILT UNIVERSITY	100269072	3068586131	36585.57
THE VANDERBILT UNIVERSITY	100269072	3069117336	49054.29
THE VANDERBILT UNIVERSITY	100269072	3069290428	250
THE VANDERBILT UNIVERSITY	100269072	3069418931	34
THE VANDERBILT UNIVERSITY	100269072	3069724117	31359.06
THE VANDERBILT UNIVERSITY	100269072	3069860050	8010.67
THE VANDERBILT UNIVERSITY	100269072	3070075789	24032.01
THE VANDERBILT UNIVERSITY	100269072	3070286747	29857.24
THE VANDERBILT UNIVERSITY	100269073	0677805981	25
THE VANDERBILT UNIVERSITY	100269073	0994907571	24763.36
THE VANDERBILT UNIVERSITY	100269073	0994941463	24763.36
THE VANDERBILT UNIVERSITY	100269073	3068581089	13630
THE VANDERBILT UNIVERSITY	100269073	3068604301	42000
THE VANDERBILT UNIVERSITY	100269073	3069433097	104455.68
WESTCHESTER MEDICAL CENTER	100310868	0803009782	6.67
WESTCHESTER MEDICAL CENTER	100310868	0803063138	16.99
WESTCHESTER MEDICAL CENTER	100310868	0803112385	94.01
WESTCHESTER MEDICAL CENTER	100310868	0803160701	129.14
WESTCHESTER MEDICAL CENTER	100310868	3056710522	2.99
WESTCHESTER MEDICAL CENTER	100310868	3057204574	4.32
WESTCHESTER MEDICAL CENTER	100310868	3057355504	63.12
WESTCHESTER MEDICAL CENTER	100310868	3057783120	31.3
WESTCHESTER MEDICAL CENTER	100310868	3057816502	22.79
WESTCHESTER MEDICAL CENTER	100310868	3057924625	17.77
WESTCHESTER MEDICAL CENTER	100310868	3058182305	177.84
WESTCHESTER MEDICAL CENTER	100310868	3058302392	1.51
WESTCHESTER MEDICAL CENTER	100310868	3058497032	46.27
WESTCHESTER MEDICAL CENTER	100310868	3059286616	5.6
WESTCHESTER MEDICAL CENTER	100310868	3059825057	17.59
WESTCHESTER MEDICAL CENTER	100310868	3060002360	45.97
WESTCHESTER MEDICAL CENTER	100310868	3060494037	40.87
WESTCHESTER MEDICAL CENTER	100310868	3060494038	87.75
WESTCHESTER MEDICAL CENTER	100310868	3060594740	4984
WESTCHESTER MEDICAL CENTER	100310868	3060711570	7.05
WESTCHESTER MEDICAL CENTER	100310868	3060981728	23.18
WESTCHESTER MEDICAL CENTER	100310868	3061128807	1.12
WESTCHESTER MEDICAL CENTER	100310868	3061170342	218.69
WESTCHESTER MEDICAL CENTER	100310868	3061414518	356.35
WESTCHESTER MEDICAL CENTER	100310868	3061831116	34.8
WESTCHESTER MEDICAL CENTER	100310868	3061965611	200.29
WESTCHESTER MEDICAL CENTER	100310868	3062243644	263.22
WESTCHESTER MEDICAL CENTER	100310868	3062376395	62.93
WESTCHESTER MEDICAL CENTER	100310868	3062520222	44.99
WESTCHESTER MEDICAL CENTER	100310868	3062564510	79.46
WESTCHESTER MEDICAL CENTER	100310868	3062800217	28.22
WESTCHESTER MEDICAL CENTER	100310868	3062923555	99.88
WESTCHESTER MEDICAL CENTER	100310868	3063059878	36.9
WESTCHESTER MEDICAL CENTER	100310868	3063226490	12.19
WESTCHESTER MEDICAL CENTER	100310868	3063376438	116.82
WESTCHESTER MEDICAL CENTER	100310868	3063651005	24.28
WESTCHESTER MEDICAL CENTER	100310868	3063945583	1059.62
WESTCHESTER MEDICAL CENTER	100310868	3064632032	12.3
WESTCHESTER MEDICAL CENTER	100310868	3064632033	1264.2
WESTCHESTER MEDICAL CENTER	100310868	3064781968	177.02
WESTCHESTER MEDICAL CENTER	100310868	3064918768	12.19
WESTCHESTER MEDICAL CENTER	100310868	3065179469	195.6
WESTCHESTER MEDICAL CENTER	100310868	3065334322	28.22
WESTCHESTER MEDICAL CENTER	100310868	3065755081	46.95
WESTCHESTER MEDICAL CENTER	100310868	3066062127	28.22
WESTCHESTER MEDICAL CENTER	100310868	3066343088	3.83
WESTCHESTER MEDICAL CENTER	100310868	3066606379	1.12
WESTCHESTER MEDICAL CENTER	100310868	3066746742	63.02
WESTCHESTER MEDICAL CENTER	100310868	3066746743	235.09
WESTCHESTER MEDICAL CENTER	100310868	3066821900	3.1
WESTCHESTER MEDICAL CENTER	100310868	3067219560	7.55
WESTCHESTER MEDICAL CENTER	100310868	3067375703	3.53
WESTCHESTER MEDICAL CENTER	100310868	3067656661	18.36
WESTCHESTER MEDICAL CENTER	100310868	3067803456	38.94
WESTCHESTER MEDICAL CENTER	100310868	3067942261	4.21
WESTCHESTER MEDICAL CENTER	100310868	3068099640	28.22
WESTCHESTER MEDICAL CENTER	100310868	3068807704	77.88
WESTCHESTER MEDICAL CENTER	100310868	3069365164	79.33
WESTCHESTER MEDICAL CENTER	100310868	3069517477	2.82
WESTCHESTER MEDICAL CENTER	100310868	3069517478	41.83
WESTCHESTER MEDICAL CENTER	100310868	3069558940	6.99
WESTCHESTER MEDICAL CENTER	100310868	3069663066	20.1
WESTCHESTER MEDICAL CENTER	100310869	0803009783	10.83
WESTCHESTER MEDICAL CENTER	100310869	0803063139	26.21
WESTCHESTER MEDICAL CENTER	100310869	0803112386	107.39
WESTCHESTER MEDICAL CENTER	100310869	0803160702	96.78
WESTCHESTER MEDICAL CENTER	100310869	0994783707	4281.77
WESTCHESTER MEDICAL CENTER	100310869	3057766378	185.99
WESTCHESTER MEDICAL CENTER	100310869	3059671380	45.97
WESTCHESTER MEDICAL CENTER	100310869	3059868426	1966.95
WESTCHESTER MEDICAL CENTER	100310869	3062923590	23.99
WESTCHESTER MEDICAL CENTER	100310869	3063044403	12.3
WESTCHESTER MEDICAL CENTER	100310869	3064637759	9.46
WESTCHESTER MEDICAL CENTER	100310869	3064773653	38.94
WESTCHESTER MEDICAL CENTER	100310869	3066614287	1.12
WESTCHESTER MEDICAL CENTER	100310869	3066749567	19.22
WESTCHESTER MEDICAL CENTER	100310869	3068099007	10.89
WESTCHESTER MEDICAL CENTER	100310880	0803063140	16.67
WESTCHESTER MEDICAL CENTER	100310880	0803112388	23.62
WESTCHESTER MEDICAL CENTER	100310880	0803160703	28.41
WESTCHESTER MEDICAL CENTER	100310880	3058168825	44.13
WESTCHESTER MEDICAL CENTER	100310880	3059261660	632.24
WESTCHESTER MEDICAL CENTER	100310880	3059823533	44.13
WESTCHESTER MEDICAL CENTER	100310880	3060496665	4.5
WESTCHESTER MEDICAL CENTER	100310880	3061170701	38.94
WESTCHESTER MEDICAL CENTER	100310880	3061401733	256.55
WESTCHESTER MEDICAL CENTER	100310880	3061827616	12.3
WESTCHESTER MEDICAL CENTER	100310880	3061974371	12.3
WESTCHESTER MEDICAL CENTER	100310880	3062239711	51.24
WESTCHESTER MEDICAL CENTER	100310880	3062388368	161.35
WESTCHESTER MEDICAL CENTER	100310880	3062519693	24.28
WESTCHESTER MEDICAL CENTER	100310880	3063052579	175.22
WESTCHESTER MEDICAL CENTER	100310880	3063226819	0.12
WESTCHESTER MEDICAL CENTER	100310880	3063365485	38.94
WESTCHESTER MEDICAL CENTER	100310880	3064637174	161.35
WESTCHESTER MEDICAL CENTER	100310880	3064637175	341.62
WESTCHESTER MEDICAL CENTER	100310880	3064774884	361.64
WESTCHESTER MEDICAL CENTER	100310880	3065619269	1.57
WESTCHESTER MEDICAL CENTER	100310880	3066047535	161.35
WESTCHESTER MEDICAL CENTER	100310880	3066469243	17.16
WESTCHESTER MEDICAL CENTER	100310880	3066750844	38.94
WESTCHESTER MEDICAL CENTER	100310881	0803063141	40.53
WESTCHESTER MEDICAL CENTER	100310881	0803112389	87.29
WESTCHESTER MEDICAL CENTER	100310881	0803160704	77.87
WESTCHESTER MEDICAL CENTER	100310881	0994756752	4361.89
WESTCHESTER MEDICAL CENTER	100310881	3056710308	17.4
WESTCHESTER MEDICAL CENTER	100310881	3057062790	54.54
WESTCHESTER MEDICAL CENTER	100310881	3057203106	59.62
WESTCHESTER MEDICAL CENTER	100310881	3057815619	8.69
WESTCHESTER MEDICAL CENTER	100310881	3060369431	710.78
WESTCHESTER MEDICAL CENTER	100310881	3060837291	2.91
WESTCHESTER MEDICAL CENTER	100310881	3063051538	0.12
WESTCHESTER MEDICAL CENTER	100310881	3063929394	3.53
WESTCHESTER MEDICAL CENTER	100310881	3064625898	0.05
WESTCHESTER MEDICAL CENTER	100310881	3064772634	95.18
WESTCHESTER MEDICAL CENTER	100310882	0803009784	10.94
WESTCHESTER MEDICAL CENTER	100310882	0803063142	23.2
WESTCHESTER MEDICAL CENTER	100310882	0803112390	23.69
WESTCHESTER MEDICAL CENTER	100310882	3056912068	78.88
WESTCHESTER MEDICAL CENTER	100310882	3057816587	45.97
WESTCHESTER MEDICAL CENTER	100310882	3058169322	44.13
WESTCHESTER MEDICAL CENTER	100310882	3062514595	24.28
WESTCHESTER MEDICAL CENTER	100310882	3063930972	10.73
WESTCHESTER MEDICAL CENTER	100310882	3064677518	0.53
WESTCHESTER MEDICAL CENTER	100310882	3065169834	28.22
WESTCHESTER MEDICAL CENTER	100310882	3066352507	37.07
WESTCHESTER MEDICAL CENTER	100310882	3068806127	2.7
WESTCHESTER MEDICAL CENTER	100310882	3069345802	1
WESTCHESTER MEDICAL CENTER	100310883	0803009785	11.51
WESTCHESTER MEDICAL CENTER	100310883	0803063143	24
WESTCHESTER MEDICAL CENTER	100310883	0803112391	26.16
WESTCHESTER MEDICAL CENTER	100310883	0803160705	13.5
WESTCHESTER MEDICAL CENTER	100310883	3056705503	17.4
WESTCHESTER MEDICAL CENTER	100310883	3057778003	38.22
WESTCHESTER MEDICAL CENTER	100310883	3057816531	38.22
WESTCHESTER MEDICAL CENTER	100310883	3058175633	45.45
WESTCHESTER MEDICAL CENTER	100310883	3058301930	19.11
WESTCHESTER MEDICAL CENTER	100310883	3058495822	0.3
WESTCHESTER MEDICAL CENTER	100310883	3059820139	1.93
WESTCHESTER MEDICAL CENTER	100310883	3060494388	7.1
WESTCHESTER MEDICAL CENTER	100310883	3061118509	2.24
WESTCHESTER MEDICAL CENTER	100310883	3061828212	0.12
WESTCHESTER MEDICAL CENTER	100310883	3061966743	95.18
WESTCHESTER MEDICAL CENTER	100310883	3062239482	95.18
WESTCHESTER MEDICAL CENTER	100310883	3062364576	23.99
WESTCHESTER MEDICAL CENTER	100310883	3062524628	24.28
WESTCHESTER MEDICAL CENTER	100310883	3062563932	95.18
WESTCHESTER MEDICAL CENTER	100310883	3062922441	95.18
WESTCHESTER MEDICAL CENTER	100310883	3063051748	119.67
WESTCHESTER MEDICAL CENTER	100310883	3063217020	0.12
WESTCHESTER MEDICAL CENTER	100310883	3064636402	23.99
WESTCHESTER MEDICAL CENTER	100310883	3064636403	0.12
WESTCHESTER MEDICAL CENTER	100310883	3064773727	23.99
WESTCHESTER MEDICAL CENTER	100310883	3065189216	12.3
WESTCHESTER MEDICAL CENTER	100310883	3065382705	582.89
WESTCHESTER MEDICAL CENTER	100310883	3065763006	28.22
WESTCHESTER MEDICAL CENTER	100310883	3066050581	28.22
WESTCHESTER MEDICAL CENTER	100310883	3066607364	1.12
WESTCHESTER MEDICAL CENTER	100310883	3067793036	12.3
WESTCHESTER MEDICAL CENTER	100310883	3068856521	0.37
WESTCHESTER MEDICAL CENTER	100310883	3069097706	1.93
WESTCHESTER MEDICAL CENTER	100310884	0803063144	37.82
WESTCHESTER MEDICAL CENTER	100310884	0803112392	172.36
WESTCHESTER MEDICAL CENTER	100310884	0803160706	244.06
WESTCHESTER MEDICAL CENTER	100310884	0994815930	4281.77
WESTCHESTER MEDICAL CENTER	100310884	3057203924	921.86
WESTCHESTER MEDICAL CENTER	100310884	3057816742	433.86
WESTCHESTER MEDICAL CENTER	100310884	3058177059	880.98
WESTCHESTER MEDICAL CENTER	100310884	3059671359	3132.15
WESTCHESTER MEDICAL CENTER	100310884	3059825144	54.54
WESTCHESTER MEDICAL CENTER	100310884	3060012004	135.76
WESTCHESTER MEDICAL CENTER	100310884	3060277030	4984
WESTCHESTER MEDICAL CENTER	100310884	3060846474	22.47
WESTCHESTER MEDICAL CENTER	100310884	3061120040	4.97
WESTCHESTER MEDICAL CENTER	100310884	3061541661	189.08
WESTCHESTER MEDICAL CENTER	100310884	3061828205	279.49
WESTCHESTER MEDICAL CENTER	100310884	3062239830	38.94
WESTCHESTER MEDICAL CENTER	100310884	3063061161	13.6
WESTCHESTER MEDICAL CENTER	100310884	3063365646	81.12
WESTCHESTER MEDICAL CENTER	100310884	3063939052	921.86
WESTCHESTER MEDICAL CENTER	100310884	3063939053	23.18
WESTCHESTER MEDICAL CENTER	100310884	3064642255	619.82
WESTCHESTER MEDICAL CENTER	100310884	3064773530	38.94
WESTCHESTER MEDICAL CENTER	100310884	3065488751	39.67
WESTCHESTER MEDICAL CENTER	100310884	3065762895	163.42
WESTCHESTER MEDICAL CENTER	100310884	3066097428	921.86
WESTCHESTER MEDICAL CENTER	100310884	3066607790	1055.39
WESTCHESTER MEDICAL CENTER	100310884	3067219424	168.37
WESTCHESTER MEDICAL CENTER	100310884	3067387606	34.8
WESTCHESTER MEDICAL CENTER	100310884	3067418652	34.8
WESTCHESTER MEDICAL CENTER	100310884	3067822837	38.94
WESTCHESTER MEDICAL CENTER	100310884	3068095535	4.25
